economy,series,Country,Series,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022
USA,SL.IND.EMPL.MA.ZS,United States,"Employment in industry, male (% of male employment) (modeled ILO estimate)",32.2509366657545,32.4472629887963,32.2609972888986,32.4207175851573,32.2770365142866,31.7305365046474,31.9065758460294,31.7919931373888,31.7889900833185,31.8981853258244,31.9692918392119,31.8957199585447,32.2152849705973,31.8555896052488,31.1149652152383,29.4624787234336,28.9040817195856,28.6856226938953,28.5896500389775,28.9128205078147,28.8877736707911,28.6037177786004,28.5424351692153,28.4847070825635,28.7069273584411,28.7249051913707,28.2965657643653,28.0578252548025,28.1608107956845
CAN,SL.SRV.EMPL.ZS,Canada,Employment in services (% of total employment) (modeled ILO estimate),73.9827000213721,73.9185161012757,74.1373157448714,73.9356286661711,73.8917457202957,74.0724093610449,74.1903129795925,74.7770283276273,74.6532546429402,74.9195297067277,74.9280442010925,75.1874487411337,75.7118977496679,76.2892837941167,76.5524407317885,77.6690328167475,77.9615997966528,77.7526071678031,77.599750285257,77.7977516250179,78.0368033265983,78.3133154389044,78.5447567336445,78.7310206926678,78.7757935428374,79.1588097077067,78.9575149834594,79.2989707821728,79.3228912369669
MEX,SL.SRV.EMPL.ZS,Mexico,Employment in services (% of total employment) (modeled ILO estimate),53.2678581017224,54.7656038291453,55.2894948674351,54.024417542352,55.762425363035,54.1202807823562,55.5293109916934,56.4616986779851,57.162075263962,58.3548207029153,59.3682122306479,60.4610825987149,61.0260352263747,61.4819681603815,62.0839126347304,63.000396479165,62.3266804823677,62.6958221510855,62.797167395534,62.5554009180056,61.9906748010687,62.0369527356941,61.9495845442211,61.5622243144621,61.7305912448918,62.4204588021749,62.7089175137874,62.2232697210776,62.3783098634819
USA,SL.SRV.EMPL.ZS,United States,Employment in services (% of total employment) (modeled ILO estimate),73.8282142599137,73.8046451283492,73.9621810728383,74.0085526203005,74.2208839270672,74.8329425364966,75.045412038716,75.466435405707,75.7643912483186,76.0019552315726,76.1106560919144,76.2969706020102,76.2306745569065,76.5387211152153,77.1646344963806,78.6129423457697,78.8900455445415,78.7973919452771,78.8410955968913,78.6907716109916,78.6302967157778,78.6633498297838,78.7438087915476,78.8046156465468,78.721992104616,78.7023224766036,78.8352022436249,79.1539322591713,79.1026787305821
CAN,SL.SRV.EMPL.FE.ZS,Canada,"Employment in services, female (% of female employment) (modeled ILO estimate)",86.8254336459635,86.627938817062,86.8157060602396,86.5475751035511,86.4991395382624,86.5682884310876,86.8986080640848,87.3550616365295,87.141865826281,87.3514089525598,87.398577411518,87.8468652353756,88.1364078963721,88.5467250801854,89.0668158927204,89.8243390459262,90.2914268878938,89.8705016222891,89.8223928978288,90.1821038347273,90.357946110312,90.3419180988399,90.2324167967309,90.4603288011959,90.4275720080731,90.6427950255518,90.2219703457463,90.2867417530281,90.5260148323127
MEX,SL.SRV.EMPL.FE.ZS,Mexico,"Employment in services, female (% of female employment) (modeled ILO estimate)",73.4854907217515,74.8807028256478,72.3887815437376,69.7501779394754,71.7237924754044,70.2245012533946,71.1725461558981,72.1753124247423,73.0180455231174,74.3260213035367,75.4298149975689,75.8580850633448,76.2861735661633,77.0847683507298,77.8956508858486,79.5839717423243,79.5516297024042,79.7762132240282,79.6431221209548,79.497375282,79.3624553096654,79.2243387931154,78.872044132279,78.2698457457215,78.3041446712954,78.7708275786662,78.5238129731847,77.9112357447876,77.5382656127501
USA,SL.SRV.EMPL.FE.ZS,United States,"Employment in services, female (% of female employment) (modeled ILO estimate)",85.9686851516347,86.1008092024266,86.169252306807,86.2775930552536,86.5316895015951,86.9627294790989,87.3284624647976,87.8070901875505,88.1722000369146,88.488132949074,88.8428616155621,89.0712614282803,89.2849376959768,89.3602868279188,89.7875946272586,90.7274664951199,90.8586881451703,90.5749884611187,90.5483553949929,90.5844376161046,90.5213568688718,90.4941917607684,90.6117869865504,90.6246225739677,90.5688500216776,90.4547515738689,90.3777302545654,90.5585022929598,90.4490369012498
CAN,SL.SRV.EMPL.MA.ZS,Canada,"Employment in services, male (% of male employment) (modeled ILO estimate)",63.4513494948455,63.4535279650839,63.666606571768,63.5091941756705,63.3278165829264,63.552292841504,63.4457193609699,64.0406915537033,63.8628126634063,64.0911960857157,64.0333644074887,64.1431902919879,64.8156885412876,65.4405690553555,65.4473152080318,66.6110958069059,66.7946975632492,66.8985628314247,66.6297543602069,66.6584934131101,66.9954921380976,67.5505372644329,68.0189402574356,68.2150586458866,68.3418961698867,68.8470517424976,68.994541247511,69.4986017250025,69.2199392747035
MEX,SL.SRV.EMPL.MA.ZS,Mexico,"Employment in services, male (% of male employment) (modeled ILO estimate)",43.9324618915862,45.2001567726725,47.1114770623378,46.2226537194847,47.7700109487725,46.0948440276688,47.5536666074679,48.5238214534034,49.0419555688258,50.0695577644216,50.8436243822779,51.9898692197205,52.4207661152427,52.5808889486479,53.0215812119494,53.2723472130117,52.2127661158082,52.5447487783749,52.5821409893108,52.2365947917724,51.6053963425155,51.6471358400946,51.6342293688215,51.4635504344887,51.5688151418536,52.0276297183616,52.7203405213508,52.2483872461506,52.5052104572237
USA,SL.SRV.EMPL.MA.ZS,United States,"Employment in services, male (% of male employment) (modeled ILO estimate)",63.9430668634896,63.7945218515781,64.0061582447943,63.9520933846433,64.146707289353,64.8971269304113,64.9931263113324,65.3228684203991,65.5360478589056,65.6262708669053,65.6121590524256,65.78817466302,65.4983523088581,65.9540940513832,66.6318705585268,68.2343722868252,68.6674980262674,68.8857842410721,69.1105909434459,68.8296094545581,68.8018358823623,68.9373928368224,69.0081892740627,69.0725450539258,68.9711550290149,68.9929470268081,69.371295848583,69.7270613019452,69.6979171551941
CAN,SL.EMP.TOTL.SP.FE.ZS,Canada,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",51.288,51.631,51.497,51.996,53.069,53.957,54.741,54.935,55.874,56.796,57.093,57.05,57.469,58.193,58.329,57.458,57.317,57.221,57.44,57.685,57.224,57.125,57.059,57.453,57.595,58.029,53.725,56.185,57.913
MEX,SL.EMP.TOTL.SP.FE.ZS,Mexico,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",34.548,34.278,35.014,37.12,37.316,37.117,37.559,36.939,36.847,37.235,37.985,39.542,40.688,41.009,40.85,40.774,40.72,41.185,42.309,42.274,41.434,41.971,42.271,42.057,42.629,43.971,40.0,42.793,44.482
USA,SL.EMP.TOTL.SP.FE.ZS,United States,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",53.875,54.31,54.691,55.436,55.687,56.009,56.275,55.799,55.078,54.93,54.818,55.082,55.47,55.472,55.137,53.384,52.569,52.18,52.299,52.379,52.793,53.043,53.411,53.966,54.304,54.816,51.05,52.733,54.005
CAN,SL.EMP.TOTL.SP.FE.NE.ZS,Canada,"Employment to population ratio, 15+, female (%) (national estimate)",51.884,52.241,52.128,52.636,53.716,54.616,55.422,55.657,56.567,57.46,57.738,57.672,58.045,58.751,58.854,57.958,57.802,57.696,57.896,58.141,57.687,57.591,57.517,57.892,58.028,58.453,54.111,56.57,58.316
MEX,SL.EMP.TOTL.SP.FE.NE.ZS,Mexico,"Employment to population ratio, 15+, female (%) (national estimate)",36.221,35.999,36.784,39.084,39.298,39.129,39.608,36.267,36.68,37.042,37.83,39.309,40.468,40.743,40.564,40.473,40.311,40.702,41.763,41.763,41.03,41.493,41.787,41.507,42.063,43.194,39.692,42.509,44.334
USA,SL.EMP.TOTL.SP.FE.NE.ZS,United States,"Employment to population ratio, 15+, female (%) (national estimate)",55.299,55.699,56.097,56.859,57.082,57.43,57.485,57.005,56.275,56.134,55.97,56.235,56.616,56.638,56.247,54.418,53.568,53.186,53.131,53.158,53.521,53.742,54.081,54.578,54.888,55.356,51.511,53.166,54.736
CAN,SL.EMP.TOTL.SP.MA.ZS,Canada,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",65.019,65.222,64.858,65.379,65.809,66.556,67.15,66.651,66.91,67.439,67.558,67.564,67.686,67.921,67.909,65.245,65.361,65.933,65.965,66.011,65.664,65.614,65.085,65.785,65.952,66.198,62.188,64.488,65.787
MEX,SL.EMP.TOTL.SP.MA.ZS,Mexico,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",80.532,77.737,79.132,81.06,80.915,81.035,80.263,79.669,78.312,78.037,77.731,77.99,78.241,77.891,77.17,75.208,74.999,74.917,75.436,75.07,75.017,75.25,75.282,75.647,75.67,75.362,69.113,73.624,74.823
USA,SL.EMP.TOTL.SP.MA.ZS,United States,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",69.437,69.839,70.018,70.429,70.66,70.786,70.968,69.899,68.696,67.869,68.164,68.562,69.006,68.65,67.44,63.539,62.711,63.059,63.817,63.904,64.45,64.955,65.398,65.696,66.004,66.261,62.134,63.679,65.064
CAN,SL.EMP.TOTL.SP.MA.NE.ZS,Canada,"Employment to population ratio, 15+, male (%) (national estimate)",65.141,65.362,65.027,65.546,65.975,66.72,67.324,66.825,67.075,67.588,67.696,67.696,67.78,68.013,67.992,65.33,65.461,66.033,66.036,66.07,65.734,65.684,65.153,65.82,65.985,66.231,62.202,64.463,65.738
MEX,SL.EMP.TOTL.SP.MA.NE.ZS,Mexico,"Employment to population ratio, 15+, male (%) (national estimate)",82.844,79.858,81.439,83.665,83.478,83.671,82.789,77.424,77.973,77.653,77.457,77.611,77.998,77.574,76.918,74.771,74.468,74.374,74.904,74.631,74.51,74.702,74.765,75.05,74.963,74.572,69.1,73.957,75.172
USA,SL.EMP.TOTL.SP.MA.NE.ZS,United States,"Employment to population ratio, 15+, male (%) (national estimate)",70.485,70.823,70.954,71.379,71.582,71.645,71.893,70.87,69.707,68.898,69.19,69.603,70.071,69.762,68.504,64.546,63.694,63.869,64.388,64.402,64.88,65.343,65.771,66.033,66.33,66.58,62.388,63.903,65.467
CAN,SL.EMP.TOTL.SP.ZS,Canada,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",58.02,58.293,58.046,58.558,59.317,60.138,60.832,60.69,61.298,62.028,62.239,62.221,62.495,62.978,63.041,61.288,61.275,61.508,61.638,61.788,61.385,61.311,61.018,61.564,61.721,62.065,57.907,60.288,61.802
MEX,SL.EMP.TOTL.SP.ZS,Mexico,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",56.695,55.187,56.215,58.211,58.219,58.15,57.996,57.389,56.702,56.783,57.038,57.981,58.705,58.711,58.288,57.313,57.189,57.394,58.226,58.029,57.561,57.941,58.099,58.15,58.45,58.995,53.921,57.517,58.961
USA,SL.EMP.TOTL.SP.ZS,United States,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",61.469,61.897,62.189,62.78,63.033,63.27,63.506,62.746,61.793,61.314,61.407,61.742,62.162,61.99,61.226,58.412,57.592,57.574,58.017,58.108,58.595,58.979,59.391,59.824,60.153,60.542,56.598,58.211,59.539
CAN,SL.EMP.TOTL.SP.NE.ZS,Canada,"Employment to population ratio, 15+, total (%) (national estimate)",58.382,58.673,58.451,58.968,59.734,60.56,61.272,61.149,61.737,62.444,62.638,62.604,62.836,63.307,63.349,61.584,61.568,61.797,61.903,62.047,61.654,61.582,61.283,61.802,61.955,62.294,58.107,60.468,61.982
MEX,SL.EMP.TOTL.SP.NE.ZS,Mexico,"Employment to population ratio, 15+, total (%) (national estimate)",58.718,57.145,58.131,60.265,60.364,60.401,60.06,55.703,56.204,56.265,56.534,57.218,57.988,57.923,57.614,56.683,56.497,56.688,57.478,57.346,56.928,57.269,57.442,57.387,57.677,58.08,53.65,57.404,58.845
USA,SL.EMP.TOTL.SP.NE.ZS,United States,"Employment to population ratio, 15+, total (%) (national estimate)",62.579,62.948,63.222,63.844,64.06,64.253,64.396,63.663,62.732,62.276,62.345,62.689,63.12,62.987,62.177,59.32,58.472,58.372,58.561,58.584,59.007,59.343,59.729,60.114,60.422,60.784,56.772,58.361,59.965
CAN,SL.EMP.1524.SP.FE.ZS,Canada,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",53.407,53.262,52.053,50.165,51.947,53.761,55.721,56.225,57.627,58.643,58.263,58.747,60.289,60.976,61.274,58.357,57.9,57.728,57.447,57.923,58.264,58.546,58.228,58.879,58.47,59.927,49.894,56.181,60.155
MEX,SL.EMP.1524.SP.FE.ZS,Mexico,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",32.783,31.476,31.442,32.742,34.069,34.177,33.983,32.273,30.011,29.434,28.725,31.531,32.169,32.229,31.174,29.664,29.8,29.742,30.36,29.55,28.641,28.504,28.543,28.385,28.574,29.816,26.191,29.813,30.07
USA,SL.EMP.1524.SP.FE.ZS,United States,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",50.296,50.112,50.245,50.962,51.979,51.785,52.196,50.988,49.382,47.738,47.512,47.895,47.543,47.133,45.669,42.794,41.025,40.849,41.298,41.869,42.797,43.835,44.348,45.361,45.782,46.476,41.218,45.182,45.986
CAN,SL.EMP.1524.SP.FE.NE.ZS,Canada,"Employment to population ratio, ages 15-24, female (%) (national estimate)",53.4,53.257,52.047,50.158,51.94,53.756,55.715,56.219,57.62,58.636,58.254,58.74,60.284,60.971,61.27,58.349,57.889,57.719,57.438,57.915,58.257,58.537,58.219,58.874,58.467,59.923,49.894,56.185,60.158
MEX,SL.EMP.1524.SP.FE.NE.ZS,Mexico,"Employment to population ratio, ages 15-24, female (%) (national estimate)",32.837,31.565,31.554,32.859,34.158,34.231,34.036,,29.981,29.409,28.734,31.51,32.151,32.213,31.156,29.632,29.788,29.726,30.342,29.528,28.602,28.477,28.524,28.37,28.561,29.805,26.385,30.139,30.545
USA,SL.EMP.1524.SP.FE.NE.ZS,United States,"Employment to population ratio, ages 15-24, female (%) (national estimate)",55.34,55.13,55.263,56.051,57.16,56.957,57.379,56.043,54.276,52.466,52.225,52.641,52.251,51.801,50.18,47.007,45.074,44.895,45.401,46.033,47.059,48.198,48.763,49.876,50.339,51.097,45.317,49.673,50.564
CAN,SL.EMP.1524.SP.MA.ZS,Canada,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",54.107,54.304,53.239,52.741,52.944,55.297,56.729,56.461,57.33,57.707,57.479,56.721,58.454,60.03,59.758,54.562,54.212,55.276,54.441,55.474,55.316,55.8,55.116,57.065,57.355,57.556,49.492,54.826,57.309
MEX,SL.EMP.1524.SP.MA.ZS,Mexico,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",67.709,65.018,65.447,66.654,67.222,67.161,64.578,62.943,59.454,58.786,58.423,58.603,58.973,58.527,57.823,55.086,55.509,55.041,55.355,54.562,53.695,53.406,53.14,53.166,52.964,53.516,47.243,52.125,52.812
USA,SL.EMP.1524.SP.MA.ZS,United States,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",55.534,55.972,54.78,54.838,55.292,55.492,56.346,54.047,51.963,50.368,50.552,50.205,51.161,49.54,47.587,42.551,40.926,41.841,42.341,42.684,43.827,44.552,45.508,46.195,45.994,46.638,42.199,45.988,46.874
CAN,SL.EMP.1524.SP.MA.NE.ZS,Canada,"Employment to population ratio, ages 15-24, male (%) (national estimate)",54.101,54.3,53.234,52.737,52.938,55.293,56.724,56.453,57.318,57.695,57.469,56.712,58.45,60.025,59.749,54.545,54.195,55.26,54.432,55.469,55.31,55.792,55.107,57.06,57.357,57.558,49.506,54.843,57.329
MEX,SL.EMP.1524.SP.MA.NE.ZS,Mexico,"Employment to population ratio, ages 15-24, male (%) (national estimate)",67.93,65.209,65.709,66.855,67.412,67.258,64.676,,59.451,58.792,58.44,58.595,58.95,58.514,57.804,55.071,55.502,55.026,55.344,54.544,53.681,53.39,53.123,53.155,52.947,53.497,47.814,52.984,53.702
USA,SL.EMP.1524.SP.MA.NE.ZS,United States,"Employment to population ratio, ages 15-24, male (%) (national estimate)",61.065,61.543,60.22,60.297,60.794,61.022,61.922,59.373,57.093,55.333,55.549,55.15,56.206,54.425,52.254,46.698,44.932,45.994,46.558,46.943,48.209,49.003,50.052,50.802,50.58,51.276,46.407,50.559,51.537
CAN,SL.EMP.1524.SP.ZS,Canada,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",53.765,53.795,52.659,51.484,52.458,54.548,56.238,56.346,57.475,58.163,57.861,57.708,59.348,60.492,60.5,56.422,56.021,56.477,55.906,56.662,56.741,57.125,56.616,57.939,57.893,58.7,49.686,55.483,58.694
MEX,SL.EMP.1524.SP.ZS,Mexico,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",49.83,47.828,47.991,49.217,50.154,50.171,48.824,47.173,44.351,43.769,43.268,44.823,45.363,45.212,44.372,42.294,42.61,42.38,42.868,42.082,41.208,41.005,40.901,40.846,40.85,41.757,36.807,41.072,41.553
USA,SL.EMP.1524.SP.ZS,United States,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",53.004,53.143,52.592,52.969,53.695,53.705,54.346,52.573,50.719,49.1,49.086,49.091,49.415,48.379,46.661,42.668,40.973,41.362,41.838,42.291,43.33,44.206,44.948,45.793,45.892,46.56,41.725,45.598,46.445
CAN,SL.EMP.1524.SP.NE.ZS,Canada,"Employment to population ratio, ages 15-24, total (%) (national estimate)",53.757,53.789,52.652,51.475,52.45,54.542,56.231,56.339,57.466,58.155,57.853,57.703,59.346,60.489,60.496,56.418,56.014,56.469,55.902,56.659,56.738,57.119,56.61,57.937,57.893,58.701,49.693,55.493,58.703
MEX,SL.EMP.1524.SP.NE.ZS,Mexico,"Employment to population ratio, ages 15-24, total (%) (national estimate)",50.282,48.201,48.17,49.197,50.31,50.284,48.903,,44.346,43.794,43.107,44.571,44.973,44.886,44.073,42.199,42.487,42.267,42.792,41.97,41.248,40.988,40.843,40.794,40.786,41.649,37.157,41.679,42.066
USA,SL.EMP.1524.SP.NE.ZS,United States,"Employment to population ratio, ages 15-24, total (%) (national estimate)",58.203,58.34,57.748,58.192,58.994,58.997,59.661,57.714,55.693,53.907,53.9,53.907,54.248,53.127,51.226,46.851,45.002,45.454,45.984,46.492,47.638,48.604,49.413,50.343,50.46,51.187,45.864,50.117,51.053
CAN,SL.EMP.SMGT.FE.ZS,Canada,Female share of employment in senior and middle management (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,SL.EMP.SMGT.FE.ZS,Mexico,Female share of employment in senior and middle management (%),,,,,,,,,,,,,,,,,,,,35.834,35.954,36.131,36.452,37.275,36.27,36.598,39.716,38.884,38.779
USA,SL.EMP.SMGT.FE.ZS,United States,Female share of employment in senior and middle management (%),,,,,,,,,,37.382,37.274,37.563,36.947,37.952,37.954,38.066,38.801,38.585,39.073,38.75,38.797,39.373,39.731,40.526,40.466,40.848,42.288,43.204,42.828
CAN,SM.POP.FDIP,Canada,Forcibly displaced people,,,,,,,,,,,,,,,,,216542.0,206714.0,196398.0,182492.0,165863.0,155521.0,121268.0,156627.0,192867.0,198774.0,194566.0,193269.0,253687.0
MEX,SM.POP.FDIP,Mexico,Forcibly displaced people,,,,,,,,,,,,,,,,,124520.0,164258.0,163854.0,163161.0,285682.0,291248.0,319814.0,349350.0,423467.0,497950.0,568073.0,672777.0,745215.0
USA,SM.POP.FDIP,United States,Forcibly displaced people,,,,,,,,,,,,,,,,,270781.0,276452.0,280952.0,347970.0,455029.0,559375.0,712827.0,929854.0,1032234.0,1189323.0,1338842.0,1642360.0,2161851.0
CAN,SL.GDP.PCAP.EM.KD,Canada,GDP per person employed (constant 2021 PPP $),88856.5795554806,89704.6731672741,90444.7939153601,92320.423194116,93623.7300597312,95982.5004151108,98476.4807383755,99103.4269253534,99619.6495281468,98984.6727327574,100383.75993537,102252.161558475,103043.880173691,103018.304432169,102559.219393102,101022.867766157,102801.681687062,104423.433244451,104771.299813817,105756.296787715,108378.747633038,108376.954745707,108776.054517772,109696.896761305,110704.699657944,110430.50597969,111042.871118821,112202.165429966,111740.979520838
MEX,SL.GDP.PCAP.EM.KD,Mexico,GDP per person employed (constant 2021 PPP $),51486.0049518036,48561.051642655,49437.5949252706,49988.8012758833,51867.8083038991,52170.2627433747,53739.9977442896,52912.8049867683,52314.1713473277,51784.1037146705,52313.9871095155,51482.227510918,52198.9306682209,52168.9934637499,51928.8566526808,48458.7337017415,49942.8563922287,50469.7074808579,50566.2667135037,50273.1391640332,51083.6659456281,51302.9423619896,51285.0581958195,51419.0082648418,51377.9719490278,49950.118135227,49432.4171176253,48605.8099800835,48577.374232981
USA,SL.GDP.PCAP.EM.KD,United States,GDP per person employed (constant 2021 PPP $),96895.4207131591,97546.7646934134,99446.0311304587,101487.66020632,104208.9569389,107377.611309966,109932.251064648,111034.529489782,113396.808930562,116237.533110729,119148.824711668,121196.232571567,122255.200071616,123651.003101688,123985.504586844,125344.453007115,129284.288221783,130147.263453019,130909.115507274,132306.492105414,133281.603729459,135038.955151717,135265.257755882,136420.185574135,138621.235994569,140255.892055835,145799.895375942,149654.666813837,148651.6235516
CAN,SM.POP.IDPC,Canada,Internally displaced people (IDP) by country or territory of asylum / origin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,SM.POP.IDPC,Mexico,Internally displaced people (IDP) by country or territory of asylum / origin,,,,,,,,,,,,,,,,8000.0,123000.0,162000.0,162000.0,160000.0,281000.0,287000.0,311000.0,330000.0,341000.0,347000.0,357000.0,379000.0,386000.0
USA,SM.POP.IDPC,United States,Internally displaced people (IDP) by country or territory of asylum / origin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAN,SM.POP.TOTL.ZS,Canada,International migrant stock (% of population),,16.5,,,,,17.9,,,,,18.8,,,,,20.6,,,,,22.4,,,,,21.8,,
MEX,SM.POP.TOTL.ZS,Mexico,International migrant stock (% of population),,0.5,,,,,0.5,,,,,0.7,,,,,0.8,,,,,0.9,,,,,1.1,,
USA,SM.POP.TOTL.ZS,United States,International migrant stock (% of population),,10.6,,,,,12.4,,,,,13.4,,,,,14.1,,,,,14.7,,,,,14.9,,
CAN,SM.POP.TOTL,Canada,"International migrant stock, total",,4853738.0,,,,,5525404.0,,,,,6086976.0,,,,,7035001.0,,,,,8049874.0,,,,,8332892.0,,
MEX,SM.POP.TOTL,Mexico,"International migrant stock, total",,458051.0,,,,,526172.0,,,,,701803.0,,,,,957593.0,,,,,1088731.0,,,,,1335154.0,,
USA,SM.POP.TOTL,United States,"International migrant stock, total",,28525723.0,,,,,34806848.0,,,,,39545828.0,,,,,43947211.0,,,,,47942986.0,,,,,50471028.0,,
CAN,SL.TLF.ACTI.1524.FE.ZS,Canada,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",61.862,61.344,60.366,59.21,60.115,61.559,62.879,63.237,65.264,66.479,66.07,65.705,67.221,67.626,67.943,66.362,65.896,65.629,65.476,65.512,65.808,65.613,65.195,65.106,64.519,66.1,61.931,64.234,66.047
MEX,SL.TLF.ACTI.1524.FE.ZS,Mexico,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",35.827,37.284,35.99,36.704,37.428,36.466,36.294,34.635,32.682,32.633,32.471,34.323,34.983,35.09,34.131,33.381,33.285,33.31,33.833,33.089,32.06,31.646,31.248,30.832,30.898,32.402,28.668,32.518,32.446
USA,SL.TLF.ACTI.1524.FE.ZS,United States,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",57.038,56.805,56.721,57.207,57.583,57.19,57.273,56.365,55.505,53.845,53.33,53.25,52.601,51.996,51.362,50.207,48.685,48.433,48.365,48.618,48.71,48.904,48.897,49.333,49.565,50.133,48.375,49.569,49.676
CAN,SL.TLF.ACTI.1524.FE.NE.ZS,Canada,"Labor force participation rate for ages 15-24, female (%) (national estimate)",61.862,61.344,60.366,59.21,60.115,61.559,62.879,63.237,65.264,66.479,66.07,65.705,67.221,67.626,67.943,66.362,65.896,65.629,65.476,65.512,65.808,65.613,65.195,65.106,64.519,66.1,61.931,64.234,66.047
MEX,SL.TLF.ACTI.1524.FE.NE.ZS,Mexico,"Labor force participation rate for ages 15-24, female (%) (national estimate)",35.827,37.284,35.99,36.704,37.428,36.466,36.294,,32.682,32.633,32.471,34.323,34.983,35.09,34.131,33.381,33.285,33.31,33.833,33.089,32.06,31.646,31.248,30.832,30.898,32.401,28.889,32.865,32.91
USA,SL.TLF.ACTI.1524.FE.NE.ZS,United States,"Labor force participation rate for ages 15-24, female (%) (national estimate)",62.742,62.485,62.393,62.928,63.341,62.909,63.0,62.002,61.055,59.229,58.663,58.575,57.861,57.196,56.498,55.228,53.554,53.276,53.201,53.48,53.581,53.794,53.787,54.266,54.521,55.146,53.212,54.526,54.644
CAN,SL.TLF.ACTI.1524.MA.ZS,Canada,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",65.898,64.903,64.043,63.637,63.435,65.282,65.837,66.027,67.743,68.152,67.585,66.029,67.081,68.329,68.58,66.486,65.273,65.583,64.615,65.122,64.965,65.354,64.385,65.429,65.131,65.455,62.46,64.137,64.544
MEX,SL.TLF.ACTI.1524.MA.ZS,Mexico,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",72.636,71.812,71.104,70.851,71.076,69.3,67.677,65.527,62.55,62.284,62.411,62.451,62.986,62.617,62.171,60.793,61.191,60.647,60.731,59.749,58.84,57.892,57.177,56.72,56.606,57.361,51.201,56.189,56.171
USA,SL.TLF.ACTI.1524.MA.ZS,United States,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",63.955,63.983,62.725,62.224,62.142,61.843,62.351,60.939,59.535,58.056,57.805,57.225,57.565,55.941,55.468,53.151,51.592,51.459,51.395,51.449,51.283,51.074,51.383,51.499,50.819,51.454,49.634,51.368,51.352
CAN,SL.TLF.ACTI.1524.MA.NE.ZS,Canada,"Labor force participation rate for ages 15-24, male (%) (national estimate)",65.897,64.903,64.043,63.637,63.435,65.282,65.837,66.027,67.743,68.152,67.585,66.029,67.081,68.329,68.58,66.486,65.273,65.583,64.615,65.122,64.965,65.354,64.385,65.429,65.131,65.455,62.46,64.137,64.544
MEX,SL.TLF.ACTI.1524.MA.NE.ZS,Mexico,"Labor force participation rate for ages 15-24, male (%) (national estimate)",72.636,71.812,71.104,70.851,71.076,69.3,67.677,,62.55,62.284,62.411,62.451,62.986,62.617,62.171,60.793,61.191,60.647,60.731,59.749,58.84,57.892,57.177,56.72,56.606,57.361,51.799,57.057,57.069
USA,SL.TLF.ACTI.1524.MA.NE.ZS,United States,"Labor force participation rate for ages 15-24, male (%) (national estimate)",70.35,70.381,68.998,68.446,68.356,68.027,68.586,67.033,65.489,63.862,63.586,62.947,63.321,61.535,61.015,58.465,56.751,56.605,56.535,56.594,56.411,56.181,56.521,56.649,55.901,56.599,54.597,56.505,56.487
CAN,SL.TLF.ACTI.1524.ZS,Canada,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",63.925,63.163,62.247,61.476,61.816,63.467,64.396,64.668,66.535,67.337,66.847,65.871,67.149,67.986,68.268,66.425,65.579,65.606,65.035,65.311,65.373,65.479,64.775,65.273,64.836,65.766,62.204,64.184,65.275
MEX,SL.TLF.ACTI.1524.ZS,Mexico,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",53.794,54.117,53.079,53.293,53.753,52.388,51.517,49.642,47.229,47.114,47.133,48.133,48.767,48.68,48.018,47.0,47.19,46.966,47.294,46.447,45.493,44.822,44.275,43.85,43.838,44.977,40.03,44.463,44.426
